GOROOT=/opt/go #gosetup
GOPATH=/home/pvv/GOPKG #gosetup
/opt/go/bin/go test -c -test.timeout=0 -o /tmp/___TestDataLog_in_test_apple_fdb_tests test-apple-fdb/tests #gosetup
/opt/go/bin/go tool test2json -t /tmp/___TestDataLog_in_test_apple_fdb_tests -test.v -test.run ^TestDataLog$ -test.timeout=0 #gosetup
=== RUN   TestDataLog
2019/03/15 18:39:03 FdbTest.go:30: [MINUTE] All 5210413 correct 5207252 In minute  86879
2019/03/15 18:40:03 FdbTest.go:30: [MINUTE] All 5294429 correct 5291235 In minute  84016
2019/03/15 18:40:10 FdbTest.go:124: Panic double ttitle  {"FileId":2101389578,"PartnerId":5031180387,"Unit":9048978186,"LastName":"Williams","FirstName":"Mason","MiddleName":"Emily","MaidenName":"","Birthday":"2016-12-31T00:00:00Z","BirthPlace":"","DocType":11,"DocNo":"4722297631","DocPlace":"","DocDate":"0001-01-01T00:00:00Z","DocEndDate":"0001-01-01T00:00:00Z","Sex":2,"Address":{"Reg":{"ZipCode":"578415","Country":"Bolivia","Region":"","City":"Buffalo City","District":"71:8d:d0:83:cc:7a","Statement":"","Street":"Adams Ter","House":"65","Block":"86","Build":"5","Flat":"69"},"Fact":{"ZipCode":"868658","Country":"Gabon","Region":"","City":"Bury","District":"27:94:1a:bc:65:f8","Statement":"","Street":"Jefferson Ter","House":"86","Block":"3","Build":"66","Flat":"52"}},"Id":"bhujaaq23aktj2318o30"} [{"FileId":3000126618,"PartnerId":5290936831,"Unit":7033759618,"LastName":"Williams","FirstName":"Mason","MiddleName":"Emily","MaidenName":"","Birthday":"1985-12-20T00:00:00Z","BirthPlace":"","DocType":11,"DocNo":"4722297631","DocPlace":"","DocDate":"0001-01-01T00:00:00Z","DocEndDate":"0001-01-01T00:00:00Z","Sex":2,"Address":{"Reg":{"ZipCode":"751258","Country":"Angola","Region":"","City":"New Deal","District":"17:57:5a:bc:b2:b7","Statement":"","Street":"Wilson Pl","House":"39","Block":"28","Build":"86","Flat":"49"},"Fact":{"ZipCode":"774398","Country":"Slovak Republic","Region":"","City":"Buffalo City","District":"77:c2:1f:3e:d8:db","Statement":"","Street":"Jackson Rd","House":"12","Block":"88","Build":"6","Flat":"66"}},"Id":"bhq8esq23akvt4q9isq0"} {"FileId":2101389578,"PartnerId":5031180387,"Unit":9048978186,"LastName":"Williams","FirstName":"Mason","MiddleName":"Emily","MaidenName":"","Birthday":"2016-12-31T00:00:00Z","BirthPlace":"","DocType":11,"DocNo":"4722297631","DocPlace":"","DocDate":"0001-01-01T00:00:00Z","DocEndDate":"0001-01-01T00:00:00Z","Sex":2,"Address":{"Reg":{"ZipCode":"578415","Country":"Bolivia","Region":"","City":"Buffalo City","District":"71:8d:d0:83:cc:7a","Statement":"","Street":"Adams Ter","House":"65","Block":"86","Build":"5","Flat":"69"},"Fact":{"ZipCode":"868658","Country":"Gabon","Region":"","City":"Bury","District":"27:94:1a:bc:65:f8","Statement":"","Street":"Jefferson Ter","House":"86","Block":"3","Build":"66","Flat":"52"}},"Id":"bhujaaq23aktj2318o30"}]
2019/03/15 18:41:03 FdbTest.go:30: [MINUTE] All 5378413 correct 5375178 In minute  83984
2019/03/15 18:42:03 FdbTest.go:30: [MINUTE] All 5464317 correct 5461033 In minute  85904
2019/03/15 18:43:03 FdbTest.go:30: [MINUTE] All 5549954 correct 5546625 In minute  85637
2019/03/15 18:44:03 FdbTest.go:30: [MINUTE] All 5635504 correct 5632148 In minute  85550
2019/03/15 18:45:03 FdbTest.go:30: [MINUTE] All 5720754 correct 5717321 In minute  85250
2019/03/15 18:46:03 FdbTest.go:30: [MINUTE] All 5805115 correct 5801638 In minute  84361
2019/03/15 18:47:03 FdbTest.go:30: [MINUTE] All 5888121 correct 5884611 In minute  83006
2019/03/15 18:48:03 FdbTest.go:30: [MINUTE] All 5971207 correct 5967619 In minute  83086
2019/03/15 18:49:03 FdbTest.go:30: [MINUTE] All 6055813 correct 6052168 In minute  84606
2019/03/15 18:50:03 FdbTest.go:30: [MINUTE] All 6138409 correct 6134684 In minute  82596
2019/03/15 18:51:03 FdbTest.go:30: [MINUTE] All 6221132 correct 6217364 In minute  82723
2019/03/15 18:52:03 FdbTest.go:30: [MINUTE] All 6306129 correct 6302327 In minute  84997
2019/03/15 18:53:03 FdbTest.go:30: [MINUTE] All 6389146 correct 6385288 In minute  83017
2019/03/15 18:54:03 FdbTest.go:30: [MINUTE] All 6471694 correct 6467785 In minute  82548
2019/03/15 18:55:03 FdbTest.go:30: [MINUTE] All 6555573 correct 6551628 In minute  83879
2019/03/15 18:56:03 FdbTest.go:30: [MINUTE] All 6638893 correct 6634896 In minute  83319
2019/03/15 18:57:03 FdbTest.go:30: [MINUTE] All 6722700 correct 6718637 In minute  83807
2019/03/15 18:58:03 FdbTest.go:30: [MINUTE] All 6806366 correct 6802285 In minute  83666
2019/03/15 18:59:03 FdbTest.go:30: [MINUTE] All 6891239 correct 6887128 In minute  84873
2019/03/15 19:00:03 FdbTest.go:30: [MINUTE] All 6976003 correct 6971872 In minute  84764
2019/03/15 19:01:03 FdbTest.go:30: [MINUTE] All 7060583 correct 7056420 In minute  84579
2019/03/15 19:02:03 FdbTest.go:30: [MINUTE] All 7144589 correct 7140412 In minute  84006
2019/03/15 19:03:03 FdbTest.go:30: [MINUTE] All 7229054 correct 7224841 In minute  84465
2019/03/15 19:04:03 FdbTest.go:30: [MINUTE] All 7307351 correct 7303108 In minute  78296
2019/03/15 19:05:03 FdbTest.go:30: [MINUTE] All 7389801 correct 7385553 In minute  82450
2019/03/15 19:06:03 FdbTest.go:30: [MINUTE] All 7474340 correct 7470050 In minute  84539
2019/03/15 19:07:03 FdbTest.go:30: [MINUTE] All 7557991 correct 7553675 In minute  83651
2019/03/15 19:08:03 FdbTest.go:30: [MINUTE] All 7641450 correct 7637084 In minute  83458
2019/03/15 19:09:03 FdbTest.go:30: [MINUTE] All 7727330 correct 7722923 In minute  85880
2019/03/15 19:10:03 FdbTest.go:30: [MINUTE] All 7813611 correct 7809165 In minute  86281
2019/03/15 19:11:03 FdbTest.go:30: [MINUTE] All 7898619 correct 7894137 In minute  85008
2019/03/15 19:12:03 FdbTest.go:30: [MINUTE] All 7983391 correct 7978881 In minute  84772
2019/03/15 19:13:03 FdbTest.go:30: [MINUTE] All 8065769 correct 8061207 In minute  82378
2019/03/15 19:14:03 FdbTest.go:30: [MINUTE] All 8151305 correct 8146702 In minute  85536
2019/03/15 19:15:03 FdbTest.go:30: [MINUTE] All 8236939 correct 8232317 In minute  85634
2019/03/15 19:16:03 FdbTest.go:30: [MINUTE] All 8321389 correct 8316728 In minute  84450
2019/03/15 19:17:03 FdbTest.go:30: [MINUTE] All 8407653 correct 8402919 In minute  86264
2019/03/15 19:18:03 FdbTest.go:30: [MINUTE] All 8492459 correct 8487693 In minute  84806
2019/03/15 19:19:03 FdbTest.go:30: [MINUTE] All 8575698 correct 8570910 In minute  83239
2019/03/15 19:20:03 FdbTest.go:30: [MINUTE] All 8659957 correct 8655133 In minute  84259
2019/03/15 19:21:03 FdbTest.go:30: [MINUTE] All 8745668 correct 8740812 In minute  85711
2019/03/15 19:22:03 FdbTest.go:30: [MINUTE] All 8830411 correct 8825497 In minute  84743
2019/03/15 19:23:03 FdbTest.go:30: [MINUTE] All 8916392 correct 8911429 In minute  85981
2019/03/15 19:24:03 FdbTest.go:30: [MINUTE] All 9000992 correct 8995984 In minute  84600
2019/03/15 19:25:03 FdbTest.go:30: [MINUTE] All 9086630 correct 9081570 In minute  85638
2019/03/15 19:26:03 FdbTest.go:30: [MINUTE] All 9173138 correct 9168007 In minute  86508
2019/03/15 19:27:03 FdbTest.go:30: [MINUTE] All 9258916 correct 9253679 In minute  85778
2019/03/15 19:28:03 FdbTest.go:30: [MINUTE] All 9345379 correct 9340083 In minute  86463
2019/03/15 19:29:03 FdbTest.go:30: [MINUTE] All 9430342 correct 9424984 In minute  84963
2019/03/15 19:30:03 FdbTest.go:30: [MINUTE] All 9516489 correct 9511090 In minute  86147
2019/03/15 19:31:03 FdbTest.go:30: [MINUTE] All 9602320 correct 9596886 In minute  85831
2019/03/15 19:32:03 FdbTest.go:30: [MINUTE] All 9681802 correct 9676330 In minute  79482
2019/03/15 19:33:03 FdbTest.go:30: [MINUTE] All 9768067 correct 9762537 In minute  86265
2019/03/15 19:34:03 FdbTest.go:30: [MINUTE] All 9852996 correct 9847410 In minute  84929
2019/03/15 19:35:03 FdbTest.go:30: [MINUTE] All 9937668 correct 9932065 In minute  84672
2019/03/15 19:36:03 FdbTest.go:30: [MINUTE] All 10020264 correct 10014608 In minute  82596
2019/03/15 19:37:03 FdbTest.go:30: [MINUTE] All 10104862 correct 10099160 In minute  84598
2019/03/15 19:38:03 FdbTest.go:30: [MINUTE] All 10189018 correct 10183239 In minute  84156
2019/03/15 19:39:03 FdbTest.go:30: [MINUTE] All 10273430 correct 10267587 In minute  84412
2019/03/15 19:40:03 FdbTest.go:30: [MINUTE] All 10358102 correct 10352228 In minute  84672
2019/03/15 19:41:03 FdbTest.go:30: [MINUTE] All 10442560 correct 10436657 In minute  84458
2019/03/15 19:42:03 FdbTest.go:30: [MINUTE] All 10526457 correct 10520514 In minute  83896
2019/03/15 19:43:03 FdbTest.go:30: [MINUTE] All 10611050 correct 10605047 In minute  84593
2019/03/15 19:44:03 FdbTest.go:30: [MINUTE] All 10696005 correct 10689965 In minute  84955
2019/03/15 19:45:03 FdbTest.go:30: [MINUTE] All 10781245 correct 10775153 In minute  85240
2019/03/15 19:46:03 FdbTest.go:30: [MINUTE] All 10863043 correct 10856888 In minute  81798
2019/03/15 19:47:03 FdbTest.go:30: [MINUTE] All 10948814 correct 10942602 In minute  85771
2019/03/15 19:48:03 FdbTest.go:30: [MINUTE] All 11034495 correct 11028225 In minute  85681
2019/03/15 19:49:03 FdbTest.go:30: [MINUTE] All 11120492 correct 11114170 In minute  85997
2019/03/15 19:50:03 FdbTest.go:30: [MINUTE] All 11206956 correct 11200594 In minute  86464
2019/03/15 19:51:03 FdbTest.go:30: [MINUTE] All 11291264 correct 11284848 In minute  84308
2019/03/15 19:52:03 FdbTest.go:30: [MINUTE] All 11375163 correct 11368701 In minute  83899
2019/03/15 19:53:03 FdbTest.go:30: [MINUTE] All 11461201 correct 11454683 In minute  86038
2019/03/15 19:54:03 FdbTest.go:30: [MINUTE] All 11544858 correct 11538290 In minute  83657
Internal Error @ ./flow/ThreadPrimitives.h 78:
  addr2line -e libfdb_c.so-debug -p -C -f -i 0x3ac2c9 0xd63c0 0xd6509 0xd5415 0xffff8077b6dd3fa0
terminate called after throwing an instance of 'Error'
SIGABRT: abort
PC=0x7f88490d5428 m=5 sigcode=18446744073709551610

goroutine 0 [idle]:
runtime: unknown pc 0x7f88490d5428
stack: frame={sp:0x7f8844f754c8, fp:0x0} stack=[0x7f8844776168,0x7f8844f75d68)
00007f8844f753c8:  000000000094b4e0  0000000000000000
00007f8844f753d8:  0000000000000000  0000000600000001
00007f8844f753e8:  00007f8800000000  00007f8844f75270
00007f8844f753f8:  0000000000000000  00007f8800000000
00007f8844f75408:  000000726f727245  00007f8844f75588
00007f8844f75418:  00007f884a046b1f  0000000000000003
00007f8844f75428:  00007f8844f755e0  00007f8844f755e0
00007f8844f75438:  00007f8844f75670  0000000000000002
00007f8844f75448:  800000000000000e  0000000000000000
00007f8844f75458:  0000000000000000  0000000000000000
00007f8844f75468:  0000000000000000  0000000000000000
00007f8844f75478:  0000000000000000  0000000000000000
00007f8844f75488:  00007f8838000e80  00007f8838000e88
00007f8844f75498:  00007f8849bfb481  00007f8849465700
00007f8844f754a8:  00007f8838000930  00007f8844f75740
00007f8844f754b8:  0000000000000000  00007f8849d55a76
00007f8844f754c8: <00007f88490d702a  0000000000000020
00007f8844f754d8:  0000000000000000  0000000000000000
00007f8844f754e8:  0000000000000000  0000000000000000
00007f8844f754f8:  0000000000000000  0000000000000000
00007f8844f75508:  0000000000000000  0000000000000000
00007f8844f75518:  0000000000000000  0000000000000000
00007f8844f75528:  0000000000000000  0000000000000000
00007f8844f75538:  0000000000000000  0000000000000000
00007f8844f75548:  0000000000000000  0000000000000000
00007f8844f75558:  00007f88491972e9  0000000000000000
00007f8844f75568:  00007f8849118bff  00007f8849465540
00007f8844f75578:  00007f8849bfb481  00007f8849465700
00007f8844f75588:  00007f8838000930  00007f8844f75740
00007f8844f75598:  0000000000000000  00007f8849d55a76
00007f8844f755a8:  00007f8838010af0  0000000000000002
00007f8844f755b8:  00007f8838010af0  00007f8838000930
runtime: unknown pc 0x7f88490d5428
stack: frame={sp:0x7f8844f754c8, fp:0x0} stack=[0x7f8844776168,0x7f8844f75d68)
00007f8844f753c8:  000000000094b4e0  0000000000000000
00007f8844f753d8:  0000000000000000  0000000600000001
00007f8844f753e8:  00007f8800000000  00007f8844f75270
00007f8844f753f8:  0000000000000000  00007f8800000000
00007f8844f75408:  000000726f727245  00007f8844f75588
00007f8844f75418:  00007f884a046b1f  0000000000000003
00007f8844f75428:  00007f8844f755e0  00007f8844f755e0
00007f8844f75438:  00007f8844f75670  0000000000000002
00007f8844f75448:  800000000000000e  0000000000000000
00007f8844f75458:  0000000000000000  0000000000000000
00007f8844f75468:  0000000000000000  0000000000000000
00007f8844f75478:  0000000000000000  0000000000000000
00007f8844f75488:  00007f8838000e80  00007f8838000e88
00007f8844f75498:  00007f8849bfb481  00007f8849465700
00007f8844f754a8:  00007f8838000930  00007f8844f75740
00007f8844f754b8:  0000000000000000  00007f8849d55a76
00007f8844f754c8: <00007f88490d702a  0000000000000020
00007f8844f754d8:  0000000000000000  0000000000000000
00007f8844f754e8:  0000000000000000  0000000000000000
00007f8844f754f8:  0000000000000000  0000000000000000
00007f8844f75508:  0000000000000000  0000000000000000
00007f8844f75518:  0000000000000000  0000000000000000
00007f8844f75528:  0000000000000000  0000000000000000
00007f8844f75538:  0000000000000000  0000000000000000
00007f8844f75548:  0000000000000000  0000000000000000
00007f8844f75558:  00007f88491972e9  0000000000000000
00007f8844f75568:  00007f8849118bff  00007f8849465540
00007f8844f75578:  00007f8849bfb481  00007f8849465700
00007f8844f75588:  00007f8838000930  00007f8844f75740
00007f8844f75598:  0000000000000000  00007f8849d55a76
00007f8844f755a8:  00007f8838010af0  0000000000000002
00007f8844f755b8:  00007f8838010af0  00007f8838000930

goroutine 18 [syscall]:
runtime.cgocall(0x566e90, 0xc0000386d0, 0x2400f900)
	/opt/go/src/runtime/cgocall.go:128 +0x5b fp=0xc0000386a0 sp=0xc000038668 pc=0x4065ab
github.com/apple/foundationdb/bindings/go/src/fdb._Cfunc_fdb_future_destroy(0x7f882800eeb0)
	_cgo_gotypes.go:219 +0x41 fp=0xc0000386d0 sp=0xc0000386a0 pc=0x51fa01
github.com/apple/foundationdb/bindings/go/src/fdb.newFuture.func1.1(0xc00016caa0)
	/home/pvv/GOPKG/pkg/mod/github.com/apple/foundationdb/bindings/go@v0.0.0-20190311170436-f2d582ffa197/src/fdb/futures.go:81 +0x5e fp=0xc000038710 sp=0xc0000386d0 pc=0x525a3e
github.com/apple/foundationdb/bindings/go/src/fdb.newFuture.func1(0xc00016caa0)
	/home/pvv/GOPKG/pkg/mod/github.com/apple/foundationdb/bindings/go@v0.0.0-20190311170436-f2d582ffa197/src/fdb/futures.go:81 +0x2b fp=0xc000038728 sp=0xc000038710 pc=0x525a7b
runtime.call32(0x0, 0x5d04f8, 0xc0005b8000, 0x1000000010)
	/opt/go/src/runtime/asm_amd64.s:519 +0x3b fp=0xc000038758 sp=0xc000038728 pc=0x459b0b
runtime.runfinq()
	/opt/go/src/runtime/mfinal.go:222 +0x1e2 fp=0xc0000387e0 sp=0xc000038758 pc=0x41a822
runtime.goexit()
	/opt/go/src/runtime/asm_amd64.s:1337 +0x1 fp=0xc0000387e8 sp=0xc0000387e0 pc=0x45b821
created by runtime.createfing
	/opt/go/src/runtime/mfinal.go:156 +0x61

goroutine 1 [chan receive, 135 minutes]:
testing.(*T).Run(0xc00012e100, 0x5c636d, 0xb, 0x5d0a50, 0x471b86)
	/opt/go/src/testing/testing.go:917 +0x37e
testing.runTests.func1(0xc00012e000)
	/opt/go/src/testing/testing.go:1157 +0x78
testing.tRunner(0xc00012e000, 0xc0000b3e30)
	/opt/go/src/testing/testing.go:865 +0xc0
testing.runTests(0xc0000a3b00, 0x906ef0, 0x1, 0x1, 0x0)
	/opt/go/src/testing/testing.go:1155 +0x2a9
testing.(*M).Run(0xc000128000, 0x0)
	/opt/go/src/testing/testing.go:1072 +0x162
main.main()
	_testmain.go:42 +0x13e

goroutine 20 [semacquire, 135 minutes]:
sync.runtime_Semacquire(0xc0000c6250)
	/opt/go/src/runtime/sema.go:56 +0x39
sync.(*WaitGroup).Wait(0xc0000c6248)
	/opt/go/src/sync/waitgroup.go:130 +0x65
test-apple-fdb/tests.TestDataLog(0xc00012e100)
	/home/pvv/IdeaProjects/test-apple-fdb/tests/DataLog_test.go:31 +0x13b
testing.tRunner(0xc00012e100, 0x5d0a50)
	/opt/go/src/testing/testing.go:865 +0xc0
created by testing.(*T).Run
	/opt/go/src/testing/testing.go:916 +0x357

goroutine 21 [runnable, locked to thread]:
github.com/apple/foundationdb/bindings/go/src/fdb._Cfunc_fdb_run_network(0x0)
	_cgo_gotypes.go:415 +0x49
github.com/apple/foundationdb/bindings/go/src/fdb.startNetwork.func1()
	/home/pvv/GOPKG/pkg/mod/github.com/apple/foundationdb/bindings/go@v0.0.0-20190311170436-f2d582ffa197/src/fdb/fdb.go:214 +0x26
created by github.com/apple/foundationdb/bindings/go/src/fdb.startNetwork
	/home/pvv/GOPKG/pkg/mod/github.com/apple/foundationdb/bindings/go@v0.0.0-20190311170436-f2d582ffa197/src/fdb/fdb.go:213 +0x6d

goroutine 34 [runnable]:
test-apple-fdb/tests.(*FdbTest).readFile(0xc0000c6230)
	/home/pvv/IdeaProjects/test-apple-fdb/tests/FdbTest.go:181 +0x373
created by test-apple-fdb/tests.TestDataLog
	/home/pvv/IdeaProjects/test-apple-fdb/tests/DataLog_test.go:21 +0xa8

goroutine 35 [semacquire]:
sync.runtime_SemacquireMutex(0xc00049077c, 0x7f8824007600)
	/opt/go/src/runtime/sema.go:71 +0x3d
sync.(*Mutex).Lock(0xc000490778)
	/opt/go/src/sync/mutex.go:134 +0xff
github.com/apple/foundationdb/bindings/go/src/fdb.fdb_future_block_until_ready(0x7f8824007610)
	/home/pvv/GOPKG/pkg/mod/github.com/apple/foundationdb/bindings/go@v0.0.0-20190311170436-f2d582ffa197/src/fdb/futures.go:100 +0x89
github.com/apple/foundationdb/bindings/go/src/fdb.future.BlockUntilReady(...)
	/home/pvv/GOPKG/pkg/mod/github.com/apple/foundationdb/bindings/go@v0.0.0-20190311170436-f2d582ffa197/src/fdb/futures.go:104
github.com/apple/foundationdb/bindings/go/src/fdb.(*futureByteSlice).Get.func1()
	/home/pvv/GOPKG/pkg/mod/github.com/apple/foundationdb/bindings/go@v0.0.0-20190311170436-f2d582ffa197/src/fdb/futures.go:147 +0x8f
sync.(*Once).Do(0xc0005180b0, 0xc000341118)
	/opt/go/src/sync/once.go:44 +0xb3
github.com/apple/foundationdb/bindings/go/src/fdb.(*futureByteSlice).Get(0xc000518080, 0x7f884a18d3f8, 0xc0000a23e0, 0x5fbd20, 0xc000518080, 0xc0000a23e0)
	/home/pvv/GOPKG/pkg/mod/github.com/apple/foundationdb/bindings/go@v0.0.0-20190311170436-f2d582ffa197/src/fdb/futures.go:142 +0x58
github.com/apple/foundationdb/bindings/go/src/fdb/directory.directoryLayer.checkVersion(0x5fcae0, 0xc0000a20a0, 0x5fcae0, 0xc0000a20c0, 0x0, 0x5fcae0, 0xc0000a2160, 0x5fcae0, 0xc0000a2180, 0x5fcae0, ...)
	/home/pvv/GOPKG/pkg/mod/github.com/apple/foundationdb/bindings/go@v0.0.0-20190311170436-f2d582ffa197/src/fdb/directory/directoryLayer.go:510 +0x15b
github.com/apple/foundationdb/bindings/go/src/fdb/directory.directoryLayer.createOrOpen(0x5fcae0, 0xc0000a20a0, 0x5fcae0, 0xc0000a20c0, 0x0, 0x5fcae0, 0xc0000a2160, 0x5fcae0, 0xc0000a2180, 0x5fcae0, ...)
	/home/pvv/GOPKG/pkg/mod/github.com/apple/foundationdb/bindings/go@v0.0.0-20190311170436-f2d582ffa197/src/fdb/directory/directoryLayer.go:75 +0x7b
github.com/apple/foundationdb/bindings/go/src/fdb/directory.directoryLayer.CreateOrOpen.func1(0xc000350170, 0x5d0500, 0xc000341860, 0xc0000c4401, 0xc000352210)
	/home/pvv/GOPKG/pkg/mod/github.com/apple/foundationdb/bindings/go@v0.0.0-20190311170436-f2d582ffa197/src/fdb/directory/directoryLayer.go:181 +0x115
github.com/apple/foundationdb/bindings/go/src/fdb.Transaction.Transact(0xc000350170, 0xc000352210, 0x0, 0x0, 0x0, 0x0)
	/home/pvv/GOPKG/pkg/mod/github.com/apple/foundationdb/bindings/go@v0.0.0-20190311170436-f2d582ffa197/src/fdb/transaction.go:116 +0x67
github.com/apple/foundationdb/bindings/go/src/fdb/directory.directoryLayer.CreateOrOpen(0x5fcae0, 0xc0000a20a0, 0x5fcae0, 0xc0000a20c0, 0x0, 0x5fcae0, 0xc0000a2160, 0x5fcae0, 0xc0000a2180, 0x5fcae0, ...)
